"","Data.Set","Image","Nuclear.Envelope","Nucleoplasm","NE.Nuc.Ratio","Nuc.NE.Ratio","Nucleoplasmic.Area","WholeNuc.Area","Nuc.Area","BAD","Time.point","Nucleus.ID","NE.mean","Nuc.mean","Norm.Nuc.NE.Ratio","Norm.NE.Nuc.Ratio","n","Sample","Experiment"
"1","210524_14646_measurements.csv","210524_Nup60GFP_phosphomutants1_hightimeresolution_01_01_R3D_D3D_nucleus_1_substack_frame_1_middleslice",905.65,392.01,2.31,0.43,3.32,7.89,4.34,0,"Pre","210524_Nup60GFP_phosphomutants1_hightimeresolution_01_01_R3D_D3D_nucleus_1",198.172866520788,118.075301204819,0.595819716784657,1.67836003379765,3,"Nup60-WT","Meiosis_timelapse"
"2","210524_14646_measurements.csv","210524_Nup60GFP_phosphomutants1_hightimeresolution_01_01_R3D_D3D_nucleus_1_substack_frame_2_middleslice",928.4,806.19,1.15,0.87,4.92,11.32,6.45,0,"Anaphase","210524_Nup60GFP_phosphomutants1_hightimeresolution_01_01_R3D_D3D_nucleus_1",145.0625,163.859756097561,1.12958039533002,0.885284486287352,3,"Nup60-WT","Meiosis_timelapse"
"3","210524_14646_measurements.csv","210524_Nup60GFP_phosphomutants1_hightimeresolution_01_01_R3D_D3D_nucleus_1_substack_frame_3_middleslice",479.33,243.19,1.97,0.51,2.12,6.13,2.98,0,"Post","210524_Nup60GFP_phosphomutants1_hightimeresolution_01_01_R3D_D3D_nucleus_1",119.533665835411,114.712264150943,0.959664905691868,1.04203039422292,3,"Nup60-WT","Meiosis_timelapse"
"4","210524_14646_measurements.csv","210524_Nup60GFP_phosphomutants1_hightimeresolution_01_01_R3D_D3D_nucleus_2_substack_frame_1_middleslice",881.98,383.82,2.3,0.44,3.33,8.37,4.51,0,"Pre","210524_Nup60GFP_phosphomutants1_hightimeresolution_01_01_R3D_D3D_nucleus_2",174.996031746032,115.261261261261,0.658650714026119,1.51825539501403,3,"Nup60-WT","Meiosis_timelapse"
"5","210524_14646_measurements.csv","210524_Nup60GFP_phosphomutants1_hightimeresolution_01_01_R3D_D3D_nucleus_2_substack_frame_2_middleslice",715.05,431.45,1.66,0.6,2.86,8.27,4.12,0,"Anaphase","210524_Nup60GFP_phosphomutants1_hightimeresolution_01_01_R3D_D3D_nucleus_2",132.171903881701,150.856643356643,1.14136695414228,0.876142415347464,3,"Nup60-WT","Meiosis_timelapse"
"6","210524_14646_measurements.csv","210524_Nup60GFP_phosphomutants1_hightimeresolution_01_01_R3D_D3D_nucleus_2_substack_frame_3_middleslice",531.39,213.34,2.49,0.4,2.05,5.78,2.86,0,"Post","210524_Nup60GFP_phosphomutants1_hightimeresolution_01_01_R3D_D3D_nucleus_2",142.463806970509,104.068292682927,0.730489342492928,1.36894536556456,3,"Nup60-WT","Meiosis_timelapse"
"7","210524_14646_measurements.csv","210524_Nup60GFP_phosphomutants1_hightimeresolution_01_02_R3D_D3D_nucleus_1_substack_frame_1_middleslice",751.79,308.17,2.44,0.41,3.11,7.59,4.16,0,"Pre","210524_Nup60GFP_phosphomutants1_hightimeresolution_01_02_R3D_D3D_nucleus_1",167.810267857143,99.0900321543408,0.590488492865623,1.69351310327324,3,"Nup60-WT","Meiosis_timelapse"
"8","210524_14646_measurements.csv","210524_Nup60GFP_phosphomutants1_hightimeresolution_01_02_R3D_D3D_nucleus_1_substack_frame_2_middleslice",834.57,562.18,1.48,0.67,3.84,10.64,5.44,0,"Anaphase","210524_Nup60GFP_phosphomutants1_hightimeresolution_01_02_R3D_D3D_nucleus_1",122.730882352941,146.401041666667,1.19286229235814,0.838319734311598,3,"Nup60-WT","Meiosis_timelapse"
"9","210524_14646_measurements.csv","210524_Nup60GFP_phosphomutants1_hightimeresolution_01_02_R3D_D3D_nucleus_1_substack_frame_3_middleslice",484.33,158.7,3.05,0.33,1.5,4.68,2.18,0,"Post","210524_Nup60GFP_phosphomutants1_hightimeresolution_01_02_R3D_D3D_nucleus_1",152.305031446541,105.8,0.694658600540954,1.43955606282175,3,"Nup60-WT","Meiosis_timelapse"
"10","210524_14646_measurements.csv","210524_Nup60GFP_phosphomutants1_hightimeresolution_01_02_R3D_D3D_nucleus_2_substack_frame_1_middleslice",675.46,312.25,2.16,0.46,3.8,8.97,5.04,0,"Pre","210524_Nup60GFP_phosphomutants1_hightimeresolution_01_02_R3D_D3D_nucleus_2",130.649903288201,82.1710526315789,0.628940784214111,1.58997480382759,3,"Nup60-WT","Meiosis_timelapse"
