 ,Image,Nuclear.Envelope,Nucleoplasm,NE.Nuc.Ratio,Nuc.NE.Ratio,Nucleoplasmic.Area,WholeNuc.Area,Nuc.Area,BAD
1,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_01_R3D_D3D_nucleus_1_substack_frame_1_middleslice,905.65,392.01,2.31,0.43,3.32,7.89,4.34,
2,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_01_R3D_D3D_nucleus_1_substack_frame_2_middleslice,928.4,806.19,1.15,0.87,4.92,11.32,6.45,
3,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_01_R3D_D3D_nucleus_1_substack_frame_3_middleslice,479.33,243.19,1.97,0.51,2.12,6.13,2.98,
4,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_01_R3D_D3D_nucleus_2_substack_frame_1_middleslice,881.98,383.82,2.3,0.44,3.33,8.37,4.51,
5,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_01_R3D_D3D_nucleus_2_substack_frame_2_middleslice,715.05,431.45,1.66,0.6,2.86,8.27,4.12,
6,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_01_R3D_D3D_nucleus_2_substack_frame_3_middleslice,531.39,213.34,2.49,0.4,2.05,5.78,2.86,
7,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_02_R3D_D3D_nucleus_1_substack_frame_1_middleslice,751.79,308.17,2.44,0.41,3.11,7.59,4.16,
8,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_02_R3D_D3D_nucleus_1_substack_frame_2_middleslice,834.57,562.18,1.48,0.67,3.84,10.64,5.44,
9,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_02_R3D_D3D_nucleus_1_substack_frame_3_middleslice,484.33,158.7,3.05,0.33,1.5,4.68,2.18,
10,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_02_R3D_D3D_nucleus_2_substack_frame_1_middleslice,675.46,312.25,2.16,0.46,3.8,8.97,5.04,
11,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_02_R3D_D3D_nucleus_2_substack_frame_2_middleslice,753.02,579.64,1.3,0.77,3.77,9.55,5.12,
12,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_02_R3D_D3D_nucleus_2_substack_frame_3_middleslice,556.81,245.43,2.27,0.44,2.46,6.47,3.33,
13,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_02_R3D_D3D_nucleus_3_substack_frame_1_middleslice,1073.86,431,2.49,0.4,3.61,8.56,4.72,
14,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_02_R3D_D3D_nucleus_3_substack_frame_2_middleslice,441.66,228.96,1.93,0.52,1.7,5.43,2.51,
15,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_02_R3D_D3D_nucleus_3_substack_frame_3_middleslice,507.93,207.65,2.45,0.41,2.02,5.56,2.83,
16,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_03_R3D_D3D_nucleus_1_substack_frame_1_middleslice,825.66,357.35,2.31,0.43,2.98,7.27,3.94,
17,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_03_R3D_D3D_nucleus_1_substack_frame_2_middleslice,767.21,750.38,1.02,0.98,5.48,12.94,7.21,
18,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_03_R3D_D3D_nucleus_1_substack_frame_3_middleslice,864.71,493.17,1.75,0.57,5,11.72,6.54,
19,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_03_R3D_D3D_nucleus_3_substack_frame_1_middleslice,810.37,290.19,2.79,0.36,2.82,7.29,3.85,
20,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_03_R3D_D3D_nucleus_3_substack_frame_2_middleslice,825.28,618.89,1.33,0.75,4.2,10.45,5.67,
21,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_03_R3D_D3D_nucleus_3_substack_frame_3_middleslice,641.77,228.37,2.81,0.36,2.15,6.25,3.09,
22,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_03_R3D_D3D_nucleus_4_substack_frame_1_middleslice,727.36,300.9,2.42,0.41,2.8,6.81,3.7,
23,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_03_R3D_D3D_nucleus_4_substack_frame_2_middleslice,469.24,227.53,2.06,0.48,1.73,5.36,2.53,
24,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_03_R3D_D3D_nucleus_4_substack_frame_3_middleslice,460.43,166.9,2.76,0.36,1.73,5.55,2.54,
25,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_03_R3D_D3D_nucleus_5_substack_frame_1_middleslice,711.54,316.1,2.25,0.44,2.76,6.96,3.67,
26,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_03_R3D_D3D_nucleus_5_substack_frame_2_middleslice,429.49,346.42,1.24,0.81,2.48,6.59,3.4,
27,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_03_R3D_D3D_nucleus_5_substack_frame_3_middleslice,502.86,246.19,2.04,0.49,1.89,5.53,2.68,
28,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_03_R3D_D3D_nucleus_6_substack_frame_1_middleslice,636.83,204.41,3.12,0.32,2.47,6.76,3.43,
29,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_03_R3D_D3D_nucleus_6_substack_frame_2_middleslice,483.72,319.77,1.51,0.66,3.04,8.36,4.26,
30,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_03_R3D_D3D_nucleus_6_substack_frame_3_middleslice,387.67,168.57,2.3,0.43,1.99,5.63,2.77,
31,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_03_R3D_D3D_nucleus_7_substack_frame_1_middleslice,722.26,357.66,2.02,0.5,3.07,7.36,4.03,
32,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_03_R3D_D3D_nucleus_7_substack_frame_2_middleslice,670.45,742.19,0.9,1.11,5,10.97,6.39,
33,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_03_R3D_D3D_nucleus_7_substack_frame_3_middleslice,488.87,190.23,2.57,0.39,1.88,5.42,2.62,
34,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_1_substack_frame_1_middleslice,640.5,230,2.78,0.36,2.3,6.31,3.19,
35,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_1_substack_frame_2_middleslice,506.72,290.77,1.74,0.57,2.23,6.24,3.1,
36,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_1_substack_frame_3_middleslice,346.17,136.5,2.54,0.39,1.64,5,2.39,
37,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_2_substack_frame_1_middleslice,792.13,273.99,2.89,0.35,2.95,7.76,4.09,
38,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_2_substack_frame_2_middleslice,723.47,606.94,1.19,0.84,5.15,11.96,6.73,
39,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_2_substack_frame_3_middleslice,466.87,179.46,2.6,0.38,2.1,6.11,3.01,
40,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_3_substack_frame_1_middleslice,677.03,281.11,2.41,0.42,3.02,7.31,3.95,
41,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_3_substack_frame_2_middleslice,637.7,441.02,1.45,0.69,3.86,10.11,5.35,
42,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_3_substack_frame_3_middleslice,440.02,169.54,2.6,0.39,1.49,4.76,2.18,
43,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_4_substack_frame_1_middleslice,627.85,224.01,2.8,0.36,2.65,6.91,3.63,
44,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_4_substack_frame_2_middleslice,622.94,579.89,1.07,0.93,4.48,10.63,5.92,
45,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_4_substack_frame_3_middleslice,355.33,280.83,1.27,0.79,2.75,7.32,3.84,
46,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_5_substack_frame_1_middleslice,629.66,315.13,2,0.5,3.25,8.01,4.36,
47,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_5_substack_frame_2_middleslice,431.05,287.12,1.5,0.67,2.05,6.06,2.97,
48,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_5_substack_frame_3_middleslice,422.44,169.28,2.5,0.4,2.03,6.04,2.93,
49,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_6_substack_frame_1_middleslice,690.56,279.91,2.47,0.41,3.17,7.65,4.21,
50,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_6_substack_frame_2_middleslice,747.16,657.74,1.14,0.88,4.92,11.64,6.48,
51,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_6_substack_frame_3_middleslice,431.58,249.81,1.73,0.58,2.16,5.89,3.03,
52,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_7_substack_frame_1_middleslice,598.46,213.35,2.81,0.36,2.67,6.87,3.59,
53,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_7_substack_frame_2_middleslice,555.52,523.65,1.06,0.94,3.89,9.02,5.07,
54,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_7_substack_frame_3_middleslice,399.75,197.66,2.02,0.49,1.95,5.68,2.74,
55,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_8_substack_frame_1_middleslice,795.8,247.27,3.22,0.31,3.11,7.5,4.12,
56,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_8_substack_frame_2_middleslice,417.72,242.98,1.72,0.58,1.99,5.91,2.83,
57,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_8_substack_frame_3_middleslice,786.89,415.97,1.89,0.53,4.62,10.92,6.14,
58,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_9_substack_frame_1_middleslice,854.55,356.42,2.4,0.42,3.29,8.14,4.4,
59,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_9_substack_frame_2_middleslice,413.71,354.19,1.17,0.86,2.04,5.68,2.82,
60,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_04_R3D_D3D_nucleus_9_substack_frame_3_middleslice,415.96,227.21,1.83,0.55,2.18,5.91,3,
61,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_05_R3D_D3D_nucleus_1_substack_frame_1_middleslice,772.78,366.43,2.11,0.47,3.5,8.25,4.56,
62,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_05_R3D_D3D_nucleus_1_substack_frame_2_middleslice,909.77,676.02,1.35,0.74,4.8,13.02,6.81,
63,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_05_R3D_D3D_nucleus_1_substack_frame_3_middleslice,453.24,144.59,3.13,0.32,1.78,5.14,2.53,
64,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_05_R3D_D3D_nucleus_2_substack_frame_1_middleslice,903.84,378.89,2.39,0.42,3.5,8.25,4.56,
65,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_05_R3D_D3D_nucleus_2_substack_frame_2_middleslice,767.81,382.25,2.01,0.5,2.76,8.23,4.1,
66,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_05_R3D_D3D_nucleus_2_substack_frame_3_middleslice,634.31,288.9,2.2,0.46,2.49,6.94,3.5,
67,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_05_R3D_D3D_nucleus_3_substack_frame_1_middleslice,835.88,339.35,2.46,0.41,3.43,9.01,4.72,
68,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_05_R3D_D3D_nucleus_3_substack_frame_2_middleslice,817.92,663.9,1.23,0.81,5.19,13.3,7.11,
69,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_05_R3D_D3D_nucleus_3_substack_frame_3_middleslice,499.84,194,2.58,0.39,2.24,5.88,3.03,
70,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_05_R3D_D3D_nucleus_4_substack_frame_1_middleslice,723.8,274.11,2.64,0.38,3,7.38,3.95,
71,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_05_R3D_D3D_nucleus_4_substack_frame_2_middleslice,776.71,605.91,1.28,0.78,4.98,13,6.86,
72,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_05_R3D_D3D_nucleus_4_substack_frame_3_middleslice,428.35,115.14,3.72,0.27,1.47,4.73,2.18,
73,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_05_R3D_D3D_nucleus_5_substack_frame_1_middleslice,731.68,248.63,2.94,0.34,2.46,6.56,3.4,
74,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_05_R3D_D3D_nucleus_5_substack_frame_2_middleslice,466.01,371.49,1.25,0.8,3.04,7.99,4.16,
75,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_05_R3D_D3D_nucleus_5_substack_frame_3_middleslice,523.93,236.7,2.21,0.45,2.58,7.05,3.57,
76,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_06_R3D_D3D_nucleus_1_substack_frame_1_middleslice,879.15,331.17,2.65,0.38,2.74,6.94,3.73,
77,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_06_R3D_D3D_nucleus_1_substack_frame_2_middleslice,425.34,236.48,1.8,0.56,1.5,4.9,2.26,
78,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_06_R3D_D3D_nucleus_1_substack_frame_3_middleslice,447.95,145.78,3.07,0.33,1.49,4.76,2.19,
79,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_06_R3D_D3D_nucleus_2_substack_frame_1_middleslice,822.32,378.24,2.17,0.46,3.12,7.51,4.09,
80,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_06_R3D_D3D_nucleus_2_substack_frame_2_middleslice,885.49,772.14,1.15,0.87,4.78,10.94,6.21,
81,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_06_R3D_D3D_nucleus_2_substack_frame_3_middleslice,550.81,243.56,2.26,0.44,2.2,5.93,3.02,
82,210524_Nup60GFP_phosphomutants1_hightimeresolution_01_06_R3D_D3D_nucleus_3_substack_frame_1_middleslice,700.76,253.29,2.77,0.36,2.31,6.41,3.24,
