 ,Image,Nuclear.Envelope,Nucleoplasm,NE.Nuc.Ratio,Nuc.NE.Ratio,Nucleoplasmic.Area,WholeNuc.Area,Nuc.Area,BAD
1,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_11_R3D_D3D_nucleus_1_substack_frame_1_middleslice,341.89,148.23,2.31,0.43,3.07,7.45,4.08,
2,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_11_R3D_D3D_nucleus_1_substack_frame_2_middleslice,210.5,134.42,1.57,0.64,2.46,6.56,3.37,
3,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_11_R3D_D3D_nucleus_1_substack_frame_3_middleslice,197.6,110.4,1.79,0.56,1.85,5.86,2.74,
4,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_11_R3D_D3D_nucleus_2_substack_frame_1_middleslice,347.79,140.23,2.48,0.4,2.83,7.12,3.8,
5,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_11_R3D_D3D_nucleus_2_substack_frame_2_middleslice,298.16,203.73,1.46,0.68,3.78,9.84,5.16,
6,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_11_R3D_D3D_nucleus_2_substack_frame_3_middleslice,388,214.26,1.81,0.55,3.79,10.96,5.46,
7,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_11_R3D_D3D_nucleus_3_substack_frame_1_middleslice,213.18,89.54,2.38,0.42,2.74,7.03,3.7,
8,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_11_R3D_D3D_nucleus_3_substack_frame_2_middleslice,260.25,181.84,1.43,0.7,4.12,9.9,5.44,
9,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_11_R3D_D3D_nucleus_3_substack_frame_3_middleslice,170.1,121.58,1.4,0.71,2.13,6.33,3.17,
10,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_11_R3D_D3D_nucleus_4_substack_frame_1_middleslice,244.74,99.83,2.45,0.41,2.76,7.05,3.71,
11,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_11_R3D_D3D_nucleus_4_substack_frame_2_middleslice,316.29,144.07,2.2,0.46,3.85,9.91,5.22,
12,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_11_R3D_D3D_nucleus_4_substack_frame_3_middleslice,184.14,49.7,3.7,0.27,1.77,5.22,2.53,
13,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_12_R3D_D3D_nucleus_1_substack_frame_1_middleslice,279.24,133,2.1,0.48,3.61,8.56,4.73,
14,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_12_R3D_D3D_nucleus_1_substack_frame_2_middleslice,331.68,182.96,1.81,0.55,5,11.44,6.52,
15,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_12_R3D_D3D_nucleus_1_substack_frame_3_middleslice,171.89,115.34,1.49,0.67,2.26,5.99,3.11,
16,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_12_R3D_D3D_nucleus_2_substack_frame_1_middleslice,357.38,142.88,2.5,0.4,3.88,8.64,4.95,
17,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_12_R3D_D3D_nucleus_2_substack_frame_2_middleslice,247.76,142.33,1.74,0.57,2.8,7.18,3.78,
18,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_12_R3D_D3D_nucleus_2_substack_frame_3_middleslice,301.91,189.02,1.6,0.63,3.96,9.63,5.26,
19,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_12_R3D_D3D_nucleus_3_substack_frame_1_middleslice,289.49,104.85,2.76,0.36,3.08,7.46,4.1,
20,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_12_R3D_D3D_nucleus_3_substack_frame_2_middleslice,395.3,292.36,1.35,0.74,6.25,14.18,8.14,
21,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_12_R3D_D3D_nucleus_3_substack_frame_3_middleslice,400.94,194.29,2.06,0.48,3.73,8.92,4.98,
22,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_12_R3D_D3D_nucleus_4_substack_frame_1_middleslice,198.09,120.57,1.64,0.61,3.12,7.41,4.08,
23,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_12_R3D_D3D_nucleus_4_substack_frame_2_middleslice,297.4,163.51,1.82,0.55,4.06,10.74,5.65,
24,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_12_R3D_D3D_nucleus_4_substack_frame_3_middleslice,229.25,108.52,2.11,0.47,2.55,6.75,3.47,
25,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_13_R3D_D3D_nucleus_1_substack_frame_1_middleslice,232.47,170.65,1.36,0.73,4.12,9.06,5.21,
26,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_13_R3D_D3D_nucleus_1_substack_frame_2_middleslice,333.32,256.09,1.3,0.77,5.9,12.71,7.51,
27,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_13_R3D_D3D_nucleus_1_substack_frame_3_middleslice,185.63,98.08,1.89,0.53,1.97,5.51,2.73,
28,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_13_R3D_D3D_nucleus_2_substack_frame_1_middleslice,270.68,99.95,2.71,0.37,3.17,7.74,4.19,
29,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_13_R3D_D3D_nucleus_2_substack_frame_2_middleslice,178.73,90.59,1.97,0.51,2.29,6.2,3.18,
30,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_13_R3D_D3D_nucleus_2_substack_frame_3_middleslice,178.17,88.54,2.01,0.5,2.58,6.59,3.44,
